edadDias,SD3negPEF,SD2negPEF,SD1negPEF,SD0PEF,SD1PEF,SD2PEF,SD3PEF,SD3negPEM,SD2negPEM,SD1negPEM,SD0PEM,SD1PEM,SD2PEM,SD3PEM,SD3negTEF,SD2negTEF,SD1negTEF,SD0TEF,SD1TEF,SD2TEF,SD3TEF,SD3negTEM,SD2negTEM,SD1negTEM,SD0TEM,SD1TEM,SD2TEM,SD3TEM,SD3negIEF,SD2negIEF,SD1negIEF,SD0IEF,SD1IEF,SD2IEF,SD3IEF,SD3negIEM,SD2negIEM,SD1negIEM,SD0IEM,SD1IEM,SD2IEM,SD3IEM,Rotulo,SD15negPEF,SD15negPEM,SD15PEF,SD15PEM,SD15negTEF,SD15negTEM,SD15TEF,SD15TEM,SD15negIEF,SD15negIEM,SD15IEF,SD15IEM
6241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.822,149.507,156.191,162.875,169.559,176.243,182.927,152.397,160.026,167.656,175.286,182.915,190.545,198.175,14.707,16.365,18.428,21.060,24.531,29.309,36.288,15.466,16.966,18.824,21.194,24.329,28.689,35.216,NULL,0.000,0.000,0.000,0.000,152.849,163.841,172.901,186.730,17.396,17.895,26.920,26.509
6242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.824,149.508,156.192,162.875,169.560,176.243,182.927,152.402,160.031,167.660,175.289,182.919,190.548,198.178,14.707,16.366,18.428,21.060,24.532,29.310,36.288,15.467,16.967,18.826,21.195,24.331,28.691,35.217,NULL,0.000,0.000,0.000,0.000,152.850,163.846,172.902,186.733,17.397,17.896,26.921,26.511
6243,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.825,149.509,156.193,162.876,169.560,176.243,182.927,152.407,160.035,167.664,175.293,182.922,190.551,198.180,14.707,16.366,18.429,21.061,24.532,29.310,36.288,15.467,16.968,18.827,21.197,24.332,28.692,35.217,NULL,0.000,0.000,0.000,0.000,152.851,163.850,172.902,186.736,17.397,17.898,26.921,26.512
6244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.826,149.510,156.193,162.877,169.561,176.244,182.927,152.411,160.040,167.668,175.297,182.925,190.553,198.183,14.708,16.366,18.429,21.062,24.533,29.311,36.289,15.468,16.969,18.828,21.198,24.334,28.694,35.218,NULL,0.000,0.000,0.000,0.000,152.852,163.854,172.902,186.739,17.398,17.899,26.922,26.514
6245,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.828,149.511,156.194,162.877,169.561,176.244,182.927,152.416,160.044,167.672,175.300,182.928,190.556,198.185,14.708,16.367,18.430,21.062,24.534,29.312,36.289,15.469,16.970,18.830,21.200,24.336,28.696,35.219,NULL,0.000,0.000,0.000,0.000,152.853,163.858,172.902,186.742,17.398,17.900,26.923,26.516
6246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.829,149.512,156.195,162.878,169.561,176.244,182.927,152.421,160.049,167.676,175.304,182.932,190.559,198.187,14.708,16.367,18.430,21.063,24.535,29.313,36.289,15.470,16.971,18.831,21.202,24.338,28.698,35.220,NULL,0.000,0.000,0.000,0.000,152.854,163.863,172.903,186.745,17.399,17.901,26.924,26.518
6247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.830,149.513,156.196,162.879,169.562,176.244,182.927,152.426,160.053,167.680,175.308,182.935,190.562,198.190,14.708,16.367,18.431,21.064,24.536,29.314,36.289,15.470,16.972,18.832,21.203,24.340,28.699,35.221,NULL,0.000,0.000,0.000,0.000,152.855,163.867,172.903,186.748,17.399,17.902,26.925,26.520
6248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.832,149.515,156.197,162.879,169.562,176.244,182.926,152.431,160.058,167.685,175.311,182.938,190.565,198.192,14.708,16.368,18.431,21.064,24.536,29.314,36.289,15.471,16.973,18.834,21.205,24.341,28.701,35.221,NULL,0.000,0.000,0.000,0.000,152.856,163.871,172.903,186.752,17.399,17.903,26.925,26.521
6249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.833,149.516,156.198,162.880,169.562,176.244,182.926,152.436,160.062,167.689,175.315,182.941,190.568,198.194,14.708,16.368,18.432,21.065,24.537,29.315,36.289,15.472,16.974,18.835,21.207,24.343,28.703,35.222,NULL,0.000,0.000,0.000,0.000,152.857,163.875,172.904,186.755,17.400,17.905,26.926,26.523
6250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.834,149.517,156.198,162.880,169.563,176.245,182.926,152.441,160.067,167.693,175.318,182.945,190.570,198.197,14.708,16.368,18.432,21.066,24.538,29.316,36.290,15.473,16.975,18.836,21.208,24.345,28.705,35.223,NULL,0.000,0.000,0.000,0.000,152.858,163.880,172.904,186.758,17.400,17.906,26.927,26.525
6251,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.836,149.518,156.199,162.881,169.563,176.245,182.926,152.446,160.071,167.697,175.322,182.948,190.573,198.199,14.708,16.369,18.433,21.066,24.539,29.317,36.290,15.474,16.976,18.838,21.210,24.347,28.707,35.224,NULL,0.000,0.000,0.000,0.000,152.859,163.884,172.904,186.761,17.401,17.907,26.928,26.527
6252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.837,149.519,156.200,162.882,169.564,176.245,182.926,152.450,160.075,167.701,175.326,182.951,190.576,198.202,14.709,16.369,18.433,21.067,24.540,29.318,36.290,15.474,16.977,18.839,21.211,24.349,28.708,35.225,NULL,0.000,0.000,0.000,0.000,152.860,163.888,172.904,186.764,17.401,17.908,26.929,26.528
6253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.838,149.520,156.201,162.882,169.564,176.245,182.926,152.455,160.080,167.705,175.329,182.954,190.579,198.204,14.709,16.369,18.434,21.068,24.540,29.318,36.290,15.475,16.978,18.840,21.213,24.350,28.710,35.225,NULL,0.000,0.000,0.000,0.000,152.861,163.892,172.905,186.767,17.401,17.909,26.929,26.530
6254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.840,149.521,156.202,162.883,169.564,176.245,182.926,152.460,160.084,167.709,175.333,182.958,190.582,198.206,14.709,16.370,18.434,21.068,24.541,29.319,36.290,15.476,16.979,18.842,21.215,24.352,28.712,35.226,NULL,0.000,0.000,0.000,0.000,152.862,163.897,172.905,186.770,17.402,17.910,26.930,26.532
6255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.841,149.522,156.203,162.884,169.565,176.245,182.926,152.465,160.089,167.713,175.337,182.961,190.585,198.209,14.709,16.370,18.435,21.069,24.542,29.320,36.290,15.477,16.980,18.843,21.216,24.354,28.714,35.227,NULL,0.000,0.000,0.000,0.000,152.863,163.901,172.905,186.773,17.402,17.912,26.931,26.534
6256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.842,149.523,156.203,162.884,169.565,176.246,182.926,152.470,160.093,167.717,175.340,182.964,190.587,198.211,14.709,16.370,18.435,21.070,24.543,29.321,36.291,15.477,16.982,18.844,21.218,24.356,28.715,35.228,NULL,0.000,0.000,0.000,0.000,152.863,163.905,172.906,186.776,17.403,17.913,26.932,26.536
6257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.843,149.524,156.204,162.885,169.566,176.246,182.926,152.475,160.098,167.721,175.344,182.967,190.590,198.214,14.709,16.370,18.436,21.071,24.544,29.322,36.291,15.478,16.983,18.845,21.219,24.358,28.717,35.229,NULL,0.000,0.000,0.000,0.000,152.864,163.909,172.906,186.779,17.403,17.914,26.933,26.537
6258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.845,149.525,156.205,162.886,169.566,176.246,182.926,152.480,160.102,167.725,175.348,182.971,190.593,198.216,14.709,16.371,18.436,21.071,24.545,29.323,36.291,15.479,16.984,18.847,21.221,24.360,28.719,35.230,NULL,0.000,0.000,0.000,0.000,152.865,163.914,172.906,186.782,17.404,17.915,26.934,26.539
6259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.846,149.526,156.206,162.886,169.566,176.246,182.926,152.485,160.107,167.729,175.351,182.974,190.596,198.218,14.709,16.371,18.437,21.072,24.545,29.323,36.291,15.480,16.985,18.848,21.223,24.361,28.721,35.230,NULL,0.000,0.000,0.000,0.000,152.866,163.918,172.907,186.785,17.404,17.916,26.934,26.541
6260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.847,149.527,156.207,162.887,169.567,176.246,182.926,152.489,160.111,167.733,175.355,182.977,190.599,198.221,14.710,16.371,18.437,21.073,24.546,29.324,36.291,15.480,16.986,18.849,21.224,24.363,28.722,35.231,NULL,0.000,0.000,0.000,0.000,152.867,163.922,172.907,186.788,17.404,17.918,26.935,26.543
6261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.849,149.528,156.208,162.888,169.567,176.246,182.926,152.494,160.115,167.737,175.359,182.980,190.602,198.223,14.710,16.372,18.438,21.073,24.547,29.325,36.291,15.481,16.987,18.851,21.226,24.365,28.724,35.232,NULL,0.000,0.000,0.000,0.000,152.868,163.926,172.907,186.791,17.405,17.919,26.936,26.545
6262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.850,149.529,156.208,162.888,169.568,176.247,182.926,152.499,160.120,167.741,175.362,182.984,190.604,198.226,14.710,16.372,18.438,21.074,24.548,29.326,36.292,15.482,16.988,18.852,21.227,24.367,28.726,35.233,NULL,0.000,0.000,0.000,0.000,152.869,163.931,172.907,186.794,17.405,17.920,26.937,26.546
6263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.851,149.530,156.209,162.889,169.568,176.247,182.926,152.504,160.124,167.745,175.366,182.987,190.607,198.228,14.710,16.372,18.439,21.075,24.549,29.327,36.292,15.483,16.989,18.853,21.229,24.369,28.728,35.234,NULL,0.000,0.000,0.000,0.000,152.870,163.935,172.908,186.797,17.406,17.921,26.938,26.548
6264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.853,149.532,156.210,162.889,169.568,176.247,182.925,152.509,160.129,167.750,175.369,182.990,190.610,198.230,14.710,16.373,18.439,21.075,24.549,29.327,36.292,15.484,16.990,18.855,21.231,24.370,28.730,35.234,NULL,0.000,0.000,0.000,0.000,152.871,163.939,172.908,186.801,17.406,17.922,26.938,26.550
6265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.854,149.533,156.211,162.890,169.569,176.247,182.925,152.514,160.133,167.754,175.373,182.993,190.613,198.233,14.710,16.373,18.440,21.076,24.550,29.328,36.292,15.484,16.991,18.856,21.232,24.372,28.731,35.235,NULL,0.000,0.000,0.000,0.000,152.872,163.943,172.908,186.804,17.406,17.923,26.939,26.552
6266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.855,149.534,156.212,162.891,169.569,176.247,182.925,152.519,160.138,167.758,175.377,182.997,190.616,198.235,14.710,16.373,18.440,21.077,24.551,29.329,36.292,15.485,16.992,18.857,21.234,24.374,28.733,35.236,NULL,0.000,0.000,0.000,0.000,152.873,163.948,172.909,186.807,17.407,17.925,26.940,26.554
6267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.857,149.535,156.213,162.891,169.569,176.247,182.925,152.524,160.142,167.762,175.380,183.000,190.619,198.237,14.710,16.374,18.441,21.077,24.552,29.330,36.292,15.486,16.993,18.859,21.236,24.376,28.735,35.237,NULL,0.000,0.000,0.000,0.000,152.874,163.952,172.909,186.810,17.407,17.926,26.941,26.555
6268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.858,149.536,156.213,162.892,169.570,176.248,182.925,152.528,160.147,167.766,175.384,183.003,190.621,198.240,14.711,16.374,18.441,21.078,24.553,29.331,36.293,15.487,16.994,18.860,21.237,24.378,28.737,35.238,NULL,0.000,0.000,0.000,0.000,152.875,163.956,172.909,186.813,17.408,17.927,26.942,26.557
6269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.859,149.537,156.214,162.893,169.570,176.248,182.925,152.533,160.151,167.770,175.388,183.006,190.624,198.242,14.711,16.374,18.442,21.079,24.553,29.331,36.293,15.487,16.995,18.861,21.239,24.379,28.738,35.238,NULL,0.000,0.000,0.000,0.000,152.876,163.960,172.909,186.816,17.408,17.928,26.942,26.559
6270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.861,149.538,156.215,162.893,169.571,176.248,182.925,152.538,160.156,167.774,175.391,183.010,190.627,198.245,14.711,16.375,18.442,21.079,24.554,29.332,36.293,15.488,16.996,18.863,21.240,24.381,28.740,35.239,NULL,0.000,0.000,0.000,0.000,152.877,163.965,172.910,186.819,17.409,17.929,26.943,26.561
6271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.862,149.539,156.216,162.894,169.571,176.248,182.925,152.543,160.160,167.778,175.395,183.013,190.630,198.247,14.711,16.375,18.443,21.080,24.555,29.333,36.293,15.489,16.997,18.864,21.242,24.383,28.742,35.240,2,0.000,0.000,0.000,0.000,152.878,163.969,172.910,186.822,17.409,17.930,26.944,26.562
6272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.863,149.540,156.217,162.895,169.571,176.248,182.925,152.548,160.164,167.782,175.399,183.016,190.632,198.249,14.711,16.375,18.444,21.081,24.556,29.334,36.293,15.490,16.998,18.865,21.244,24.385,28.744,35.241,NULL,0.000,0.000,0.000,0.000,152.879,163.973,172.910,186.825,17.409,17.932,26.945,26.564
6273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.865,149.541,156.218,162.895,169.572,176.248,182.925,152.553,160.169,167.786,175.402,183.019,190.635,198.251,14.711,16.376,18.444,21.081,24.557,29.334,36.293,15.491,16.999,18.867,21.245,24.387,28.746,35.242,NULL,0.000,0.000,0.000,0.000,152.880,163.977,172.910,186.827,17.410,17.933,26.946,26.566
6274,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.866,149.542,156.219,162.896,169.572,176.248,182.925,152.558,160.173,167.790,175.406,183.022,190.637,198.253,14.711,16.376,18.445,21.082,24.558,29.335,36.293,15.491,17.000,18.868,21.247,24.389,28.747,35.242,NULL,0.000,0.000,0.000,0.000,152.881,163.982,172.911,186.830,17.410,17.934,26.946,26.568
6275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.867,149.544,156.219,162.896,169.572,176.248,182.924,152.563,160.178,167.794,175.409,183.025,190.640,198.255,14.712,16.376,18.445,21.083,24.558,29.336,36.293,15.492,17.001,18.869,21.249,24.390,28.749,35.243,NULL,0.000,0.000,0.000,0.000,152.882,163.986,172.911,186.833,17.411,17.935,26.947,26.570
6276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.869,149.545,156.220,162.897,169.573,176.248,182.924,152.568,160.182,167.798,175.413,183.028,190.643,198.257,14.712,16.377,18.446,21.084,24.559,29.337,36.294,15.493,17.002,18.871,21.250,24.392,28.751,35.244,NULL,0.000,0.000,0.000,0.000,152.883,163.990,172.911,186.836,17.411,17.936,26.948,26.572
6277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.870,149.546,156.221,162.898,169.573,176.249,182.924,152.573,160.187,167.802,175.416,183.031,190.645,198.259,14.712,16.377,18.446,21.084,24.560,29.337,36.294,15.494,17.003,18.872,21.252,24.394,28.753,35.245,NULL,0.000,0.000,0.000,0.000,152.884,163.994,172.911,186.838,17.411,17.938,26.949,26.574
6278,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.872,149.547,156.222,162.898,169.574,176.249,182.924,152.578,160.191,167.806,175.419,183.034,190.648,198.261,14.712,16.377,18.447,21.085,24.561,29.338,36.294,15.494,17.004,18.873,21.253,24.396,28.755,35.246,NULL,0.000,0.000,0.000,0.000,152.885,163.999,172.912,186.841,17.412,17.939,26.949,26.575
6279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.873,149.548,156.223,162.899,169.574,176.249,182.924,152.583,160.196,167.810,175.423,183.037,190.650,198.263,14.712,16.377,18.447,21.086,24.562,29.339,36.294,15.495,17.005,18.875,21.255,24.398,28.757,35.246,NULL,0.000,0.000,0.000,0.000,152.886,164.003,172.912,186.844,17.412,17.940,26.950,26.577
6280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.874,149.549,156.224,162.899,169.574,176.249,182.924,152.588,160.200,167.814,175.427,183.040,190.653,198.265,14.713,16.378,18.448,21.086,24.562,29.340,36.294,15.496,17.006,18.876,21.257,24.400,28.759,35.247,NULL,0.000,0.000,0.000,0.000,152.887,164.007,172.912,186.847,17.413,17.941,26.951,26.579
6281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.876,149.550,156.225,162.900,169.575,176.249,182.924,152.593,160.205,167.818,175.430,183.043,190.655,198.267,14.713,16.378,18.448,21.087,24.563,29.340,36.294,15.497,17.007,18.877,21.258,24.402,28.760,35.248,NULL,0.000,0.000,0.000,0.000,152.888,164.011,172.912,186.849,17.413,17.942,26.952,26.581
6282,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.877,149.551,156.226,162.901,169.575,176.249,182.924,152.598,160.209,167.822,175.434,183.046,190.657,198.269,14.713,16.378,18.448,21.088,24.564,29.341,36.294,15.497,17.008,18.879,21.260,24.404,28.762,35.249,NULL,0.000,0.000,0.000,0.000,152.889,164.016,172.913,186.852,17.413,17.944,26.953,26.583
6283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.878,149.553,156.226,162.901,169.575,176.249,182.923,152.603,160.214,167.826,175.437,183.049,190.660,198.271,14.713,16.379,18.449,21.088,24.565,29.342,36.294,15.498,17.009,18.880,21.262,24.405,28.764,35.250,NULL,0.000,0.000,0.000,0.000,152.890,164.020,172.913,186.855,17.414,17.945,26.953,26.585
6284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.880,149.554,156.227,162.902,169.576,176.249,182.923,152.608,160.218,167.830,175.440,183.052,190.662,198.273,14.713,16.379,18.450,21.089,24.566,29.343,36.294,15.499,17.010,18.881,21.263,24.407,28.766,35.250,NULL,0.000,0.000,0.000,0.000,152.891,164.024,172.913,186.858,17.414,17.946,26.954,26.587
6285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.881,149.555,156.228,162.902,169.576,176.249,182.923,152.613,160.223,167.834,175.444,183.055,190.665,198.275,14.713,16.379,18.450,21.090,24.567,29.343,36.294,15.500,17.011,18.883,21.265,24.409,28.768,35.251,NULL,0.000,0.000,0.000,0.000,152.892,164.028,172.913,186.860,17.415,17.947,26.955,26.588
6286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.882,149.556,156.229,162.903,169.577,176.250,182.923,152.618,160.227,167.837,175.447,183.058,190.667,198.277,14.713,16.380,18.451,21.090,24.567,29.344,36.294,15.501,17.012,18.884,21.267,24.411,28.770,35.252,NULL,0.000,0.000,0.000,0.000,152.893,164.032,172.913,186.863,17.415,17.948,26.956,26.590
6287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.884,149.557,156.230,162.904,169.577,176.250,182.923,152.622,160.231,167.841,175.451,183.060,190.670,198.279,14.714,16.380,18.451,21.091,24.568,29.345,36.295,15.501,17.014,18.885,21.268,24.413,28.771,35.253,NULL,0.000,0.000,0.000,0.000,152.894,164.037,172.914,186.866,17.415,17.949,26.957,26.592
6288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.885,149.558,156.231,162.904,169.577,176.250,182.923,152.627,160.236,167.845,175.454,183.063,190.673,198.281,14.714,16.380,18.451,21.092,24.569,29.345,36.295,15.502,17.015,18.887,21.270,24.415,28.773,35.254,NULL,0.000,0.000,0.000,0.000,152.895,164.041,172.914,186.868,17.416,17.951,26.957,26.594
6289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.887,149.559,156.232,162.905,169.578,176.250,182.923,152.632,160.240,167.849,175.458,183.066,190.675,198.283,14.714,16.380,18.452,21.093,24.570,29.346,36.295,15.503,17.016,18.888,21.271,24.417,28.775,35.254,NULL,0.000,0.000,0.000,0.000,152.896,164.045,172.914,186.871,17.416,17.952,26.958,26.596
6290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.888,149.561,156.232,162.905,169.578,176.250,182.922,152.637,160.245,167.853,175.462,183.069,190.678,198.285,14.714,16.381,18.453,21.093,24.571,29.347,36.295,15.504,17.017,18.889,21.273,24.418,28.777,35.255,NULL,0.000,0.000,0.000,0.000,152.897,164.049,172.914,186.874,17.417,17.953,26.959,26.598
6291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.889,149.562,156.233,162.906,169.578,176.250,182.922,152.642,160.249,167.857,175.465,183.072,190.680,198.287,14.714,16.381,18.453,21.094,24.572,29.348,36.295,15.504,17.018,18.891,21.275,24.420,28.779,35.256,NULL,0.000,0.000,0.000,0.000,152.898,164.054,172.915,186.877,17.417,17.954,26.960,26.599
6292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.891,149.563,156.234,162.907,169.579,176.250,182.922,152.647,160.254,167.861,175.469,183.075,190.683,198.289,14.714,16.381,18.453,21.095,24.573,29.348,36.295,15.505,17.019,18.892,21.276,24.422,28.780,35.257,NULL,0.000,0.000,0.000,0.000,152.899,164.058,172.915,186.879,17.417,17.955,26.960,26.601
6293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.892,149.564,156.235,162.907,169.579,176.250,182.922,152.652,160.258,167.865,175.472,183.078,190.685,198.291,14.715,16.382,18.454,21.095,24.573,29.349,36.295,15.506,17.020,18.893,21.278,24.424,28.782,35.258,NULL,0.000,0.000,0.000,0.000,152.900,164.062,172.915,186.882,17.418,17.957,26.961,26.603
6294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.893,149.565,156.236,162.908,169.579,176.250,182.922,152.657,160.263,167.869,175.476,183.081,190.688,198.293,14.715,16.382,18.454,21.096,24.574,29.350,36.295,15.507,17.021,18.895,21.280,24.426,28.784,35.258,NULL,0.000,0.000,0.000,0.000,152.901,164.066,172.915,186.885,17.418,17.958,26.962,26.605
6295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.895,149.566,156.237,162.908,169.580,176.250,182.922,152.662,160.267,167.873,175.479,183.084,190.690,198.295,14.715,16.382,18.455,21.097,24.575,29.351,36.295,15.507,17.022,18.896,21.281,24.428,28.786,35.259,NULL,0.000,0.000,0.000,0.000,152.902,164.071,172.916,186.888,17.419,17.959,26.963,26.607
6296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.896,149.567,156.238,162.909,169.580,176.250,182.922,152.667,160.272,167.877,175.483,183.087,190.692,198.297,14.715,16.383,18.456,21.098,24.576,29.351,36.295,15.508,17.023,18.897,21.283,24.430,28.788,35.260,NULL,0.000,0.000,0.000,0.000,152.903,164.075,172.916,186.890,17.419,17.960,26.964,26.609
6297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.898,149.568,156.239,162.910,169.581,176.251,182.922,152.672,160.276,167.881,175.486,183.090,190.695,198.299,14.715,16.383,18.456,21.098,24.577,29.352,36.296,15.509,17.024,18.899,21.284,24.432,28.790,35.261,NULL,0.000,0.000,0.000,0.000,152.904,164.079,172.916,186.893,17.419,17.961,26.964,26.611
6298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.899,149.570,156.239,162.910,169.581,176.251,182.921,152.677,160.281,167.885,175.489,183.093,190.697,198.301,14.716,16.383,18.456,21.099,24.578,29.353,36.296,15.510,17.025,18.900,21.286,24.433,28.791,35.262,NULL,0.000,0.000,0.000,0.000,152.905,164.083,172.916,186.896,17.420,17.962,26.965,26.612
6299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.900,149.571,156.240,162.911,169.581,176.251,182.921,152.682,160.285,167.889,175.493,183.096,190.700,198.303,14.716,16.383,18.457,21.100,24.578,29.354,36.296,15.510,17.026,18.901,21.288,24.435,28.793,35.262,NULL,0.000,0.000,0.000,0.000,152.906,164.088,172.917,186.899,17.420,17.964,26.966,26.614
6300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.902,149.572,156.241,162.911,169.582,176.251,182.921,152.687,160.290,167.893,175.496,183.099,190.702,198.305,14.716,16.384,18.457,21.100,24.579,29.354,36.296,15.511,17.027,18.903,21.289,24.437,28.795,35.263,NULL,0.000,0.000,0.000,0.000,152.907,164.092,172.917,186.901,17.421,17.965,26.967,26.616
